link_id;speed_limit;road_type
216673;50;1040
217418;50;1040
217419;50;1040
217420;50;1040
217488;50;1050
217482;50;1050
215377;50;1050
215376;50;1050
215375;50;1050
215373;40;1050
214725;40;1050
214728;50;1050
214729;60;1050
214731;60;1050
214701;60;1040
214700;60;1040
214699;60;1040
214698;60;1040
201676;60;1040
220727;60;1040
218820;60;1040
218819;60;1040
218817;60;1040
204504;52;1040
219396;70;1040
383563;60;1040
383585;30;1040
220766;50;1040
218816;60;1040
218196;50;1050
203034;50;1050
202385;50;1040
202355;50;1040
203756;80;1040
203752;80;1040
202401;60;1040
202399;60;1040
202360;50;1040
202363;70;1040
203044;50;1050
203040;50;1050
203032;50;1050
205133;50;1040
384167;50;1050
384162;50;1050
384160;50;1050
384159;50;1050
383594;50;1050
204510;70;1040
201708;50;1050
201683;70;1040
205119;40;1040
383510;80;1030
391733;80;1030
391726;80;1030
397776;50;1040
397778;50;1040
397779;50;1040
397780;50;1040
397781;50;1040
397782;50;1040
397783;50;1040
396394;50;1040
396448;50;1050
396451;50;1050
396452;50;1050
396454;50;1050
396455;50;1050
397102;50;1050
397101;50;1050
397099;50;1050
397096;50;1050
397092;50;1050
397091;50;1050
395705;50;1050
395704;50;1050
395691;50;1050
395689;50;1050
395687;50;1050
395686;50;1050
395684;50;1050
395135;50;1050
395133;50;1050
395132;50;1050
395131;50;1050
395129;50;1050
395128;50;1050
395072;50;1050
395071;50;1050
395070;50;1050
395069;50;1050
395068;50;1050
395067;50;1050
394513;50;1050
394512;50;1050
394511;50;1050
394510;50;1050
394509;50;1050
394508;50;1050
394522;50;1050
394521;50;1050
232308;50;1050
232307;50;1050
232306;50;1050
232304;50;1050
232303;50;1050
220820;50;1050
220821;50;1050
220822;50;1050
220829;50;1050
220864;50;1050
220860;50;1050
220859;50;1050
220762;50;1040
220763;50;1040
218192;50;1050
218191;50;1050
215396;50;1050
215395;45;1050
215394;45;1050
215393;45;1050
215390;45;1050
204560;45;1050
204561;45;1050
215391;45;1050
218194;50;1050
218789;50;1040
218825;50;1040
218786;60;1040
218785;60;1040
218776;60;1040
220840;50;1050
220839;50;1050
220834;45;1050
220817;50;1050
220818;50;1050
220819;50;1050
232313;50;1050
232310;50;1050
232309;50;1050
394520;50;1050
394517;50;1050
394516;50;1050
394515;50;1050
394514;50;1050
395151;50;1050
395150;50;1050
395149;50;1050
395148;50;1050
395146;50;1050
395145;50;1050
395144;50;1050
395142;50;1050
395141;50;1050
395139;50;1050
395138;50;1050
395136;50;1050
395716;50;1050
395715;50;1050
395713;50;1050
395711;50;1050
395710;50;1050
395709;50;1050
395707;50;1050
395706;50;1050
397113;50;1050
397111;50;1050
396399;50;1040
396389;70;1040
218838;50;1050
220256;50;1050
220254;40;1050
220252;50;1050
220250;50;1050
220234;50;1050
220237;50;1050
220257;50;1050
220240;50;1050
220334;50;1050
220333;50;1050
220332;50;1050
220264;50;1050
220262;50;1050
220261;50;1050
220260;50;1050
217459;50;1050
217460;50;1050
217462;50;1050
217457;50;1050
217456;40;1050
217520;50;1050
204497;50;1040
204512;60;1040
218797;60;1040
217439;60;1040
217445;50;1040
216672;50;1040
216671;50;1040
216675;40;1040
217423;60;1040
217426;60;1040
217428;60;1040
217431;60;1040
218802;60;1040
204511;70;1040
204508;50;1040
204538;60;1040
201679;60;1040
214697;60;1040
214696;60;1040
214695;60;1040
214694;60;1040
214692;60;1040
214718;50;1050
214721;50;1050
214723;40;1050
215407;40;1050
215405;50;1050
215404;50;1050
215402;50;1050
215401;50;1050
215381;50;1050
215382;50;1050
218193;50;1050
204498;52;1040
204539;60;1040
218839;50;1050
220251;50;1050
220249;50;1050
217511;50;1050
217512;40;1050
217513;40;1050
217514;50;1050
217515;50;1050
383548;40;1040
219368;70;1030
219385;40;1040
219384;40;1040
219383;40;1040
205113;50;1040
205106;70;1040
220255;40;1050
220253;40;1050
217452;40;1050
217451;40;1050
217470;40;1050
217507;50;1050
217509;50;1050
217510;50;1050
217458;50;1050
220331;50;1050
220330;50;1050
220292;50;1050
220297;50;1050
220875;50;1050
220755;50;1040
220756;50;1040
220757;50;1040
220758;40;1040
220759;50;1040
220761;50;1040
220764;50;1040
205092;70;1040
218220;40;1050
218218;50;1050
218216;50;1050
219416;50;1050
219419;50;1050
219437;45;1050
218771;50;1040
220735;50;1040
220746;50;1040
220750;50;1040
220752;50;1040
220754;50;1040
220760;50;1040
232305;50;1050
383545;60;1040
219381;50;1040
219438;20;1050
219439;20;1050
219414;50;1050
218213;50;1050
214717;60;1050
214719;60;1050
220238;50;1050
220239;50;1050
220329;50;1050
220328;40;1050
220327;50;1050
220294;50;1050
220293;50;1050
220284;50;1050
220285;50;1050
220316;50;1050
220266;50;1050
231763;50;1050
220274;50;1050
220280;40;1050
220310;50;1050
220326;50;1050
220811;50;1040
220807;50;1040
220806;50;1040
220805;50;1040
220802;50;1040
220798;50;1040
217437;60;1040
217443;50;1040
217479;50;1050
218813;50;1040
218814;50;1040
218815;50;1040
204540;52;1040
204541;52;1040
220263;50;1050
220259;50;1050
220258;50;1050
220236;50;1050
220235;50;1050
220247;50;1050
220245;50;1050
220244;50;1050
218834;50;1050
218835;50;1050
217427;60;1040
204500;52;1040
204516;60;1040
204518;60;1040
204519;60;1040
204565;60;1050
203019;60;1050
201681;40;1040
204499;52;1040
220278;50;1050
220277;50;1050
220810;50;1040
220809;50;1040
220801;50;1040
220309;50;1050
220874;50;1050
220878;50;1050
220233;50;1040
220803;50;1040
219380;60;1040
218208;40;1050
201056;70;1030
201050;80;1010
208536;80;1010
208537;80;1010
208538;80;1010
208539;130;1010
208540;130;1010
208542;130;1010
208543;130;1010
223448;130;1010
223449;130;1010
223450;130;1010
223451;130;1010
223452;130;1010
223453;130;1010
223444;120;1010
223445;120;1010
223447;120;1010
208560;120;1010
208559;120;1010
208558;120;1010
208556;120;1010
208555;120;1010
208554;130;1010
208553;130;1010
208552;100;1010
208551;100;1010
208549;100;1010
208532;100;1010
208533;100;1010
208534;100;1010
199610;130;1010
200277;70;1010
204501;52;1040
205104;70;1040
205105;70;1040
217508;50;1050
220242;50;1050
204546;70;1040
214693;60;1040
214722;40;1050
204515;60;1040
204566;60;1050
215374;50;1050
204527;70;1040
218751;60;1040
217464;50;1050
217522;50;1050
220248;50;1050
220243;50;1050
218836;50;1050
218803;60;1040
218200;50;1050
214727;50;1050
201059;70;1030
201104;50;1050
201107;50;1050
205095;70;1040
218738;70;1030
215369;70;1030
217521;50;1050
217465;50;1050
217467;50;1050
217505;50;1050
217502;50;1050
217501;50;1050
217500;50;1050
217498;50;1050
217497;50;1050
217486;50;1050
217424;60;1040
217429;60;1040
214724;40;1050
214726;50;1050
220303;45;1050
220870;50;1050
220705;50;1040
220231;50;1040
220804;50;1040
217461;50;1050
217463;50;1050
220282;50;1050
220267;40;1050
220808;50;1040
205139;40;1040
218829;70;1040
218831;70;1040
218832;70;1040
201678;50;1040
214690;60;1040
214688;60;1040
214687;60;1040
214686;60;1040
214673;52;1040
214675;52;1040
214637;60;1030
214638;70;1030
214715;50;1050
214654;60;1040
214660;60;1040
214706;60;1040
214705;60;1040
214702;50;1040
383504;70;1030
383578;50;1040
383573;50;1040
383570;60;1040
218222;50;1050
219432;45;1050
204514;60;1040
203020;60;1050
203023;60;1050
203024;60;1050
203025;60;1050
204567;60;1050
204532;60;1040
204533;60;1040
204536;60;1040
214689;60;1040
214679;52;1040
214680;40;1040
214042;60;1030
212584;60;1030
211986;40;1040
211987;50;1040
211988;50;1040
211989;50;1040
211990;40;1040
214044;50;1040
214046;40;1040
214047;40;1040
214048;50;1040
214049;50;1040
214051;40;1040
214053;50;1040
214708;50;1040
214707;50;1040
215392;45;1050
219424;50;1050
220737;50;1040
220748;50;1040
220745;50;1040
220753;50;1040
220824;50;1050
220826;50;1050
220848;50;1050
205185;70;1040
205186;70;1040
205181;50;1040
205180;50;1040
205179;40;1040
205178;50;1040
205177;40;1040
205176;50;1040
205152;70;1040
205174;60;1040
205173;60;1040
204506;60;1040
217422;60;1040
219422;50;1050
220290;40;1050
220812;40;1050
220813;50;1050
220814;50;1050
220742;50;1040
220279;50;1050
220283;50;1050
205203;50;1050
218219;40;1050
218212;40;1050
218209;40;1050
219409;40;1040
215370;70;1030
215371;70;1030
214641;70;1030
214642;70;1030
214644;70;1030
214645;70;1030
214646;70;1030
214039;70;1030
214041;60;1030
212582;60;1030
212581;60;1030
212580;60;1030
212579;60;1030
212578;60;1030
212577;60;1030
212576;60;1030
212575;60;1030
212574;60;1030
209928;60;1030
209929;60;1030
209930;60;1030
209931;60;1030
209933;60;1030
209934;60;1030
209935;60;1030
209954;50;1040
209952;50;1040
209958;50;1040
209924;60;1030
209925;60;1030
209926;60;1030
212596;60;1030
212594;60;1030
212593;60;1030
212592;60;1030
212591;60;1030
212590;60;1030
212589;60;1030
212587;60;1030
212586;60;1030
212585;60;1030
214035;60;1030
214036;60;1030
214037;60;1030
214636;60;1030
214714;50;1050
218750;70;1030
201105;50;1050
201109;50;1050
201093;50;1050
201110;50;1050
217499;50;1050
217504;50;1050
217468;50;1050
214685;60;1040
214682;40;1040
215951;50;1040
215948;50;1040
215947;50;1040
215945;50;1040
215943;50;1040
215942;40;1040
215940;50;1040
215938;50;1040
215937;50;1040
215986;50;1050
215985;50;1050
215987;50;1050
215989;50;1050
215974;50;1050
216720;50;1050
216718;50;1050
216717;50;1050
216716;50;1050
216710;50;1050
216709;50;1050
216708;50;1050
216705;50;1050
217474;50;1050
217473;50;1050
217472;40;1050
217471;40;1050
217469;50;1050
218830;70;1040
217430;60;1040
220707;50;1040
220232;50;1040
220295;50;1050
220307;50;1050
220325;50;1050
220324;50;1050
220323;50;1050
217523;50;1050
217524;50;1050
220281;40;1050
218775;60;1040
217441;60;1040
215384;50;1050
215385;50;1050
214713;50;1050
214712;50;1050
214711;50;1050
214709;50;1050
214643;70;1030
214040;60;1030
212599;50;1050
212601;50;1050
212602;50;1050
212605;50;1050
212607;50;1050
212608;50;1050
212610;50;1050
212606;50;1050
212600;50;1050
212598;50;1050
209936;60;1030
209976;45;1050
209978;45;1050
209939;60;1030
209177;60;1030
209178;60;1030
209181;80;1030
209182;80;1030
209183;80;1030
209184;80;1030
209185;60;1030
209186;60;1030
209187;80;1030
208504;80;1010
208548;80;1010
208547;80;1010
208546;80;1010
208544;80;1010
208481;100;1010
207770;130;1010
207769;100;1010
208517;90;1010
208516;90;1010
208515;90;1010
208514;90;1010
208513;80;1010
208512;80;1010
208510;80;1010
208508;80;1010
208526;100;1010
219431;45;1050
383620;50;1050
384170;50;1050
394530;50;1050
394533;50;1050
394528;50;1050
394526;50;1050
394525;50;1050
394523;50;1050
217454;50;1050
217453;50;1050
216674;40;1040
216678;40;1040
217421;50;1040
217425;60;1040
231761;50;1050
231760;50;1050
231758;40;1050
231756;40;1050
231764;50;1050
231765;50;1050
231766;50;1050
231767;50;1050
231768;50;1050
231769;50;1050
231770;50;1050
231772;50;1050
231773;50;1050
233079;50;1050
231736;50;1050
231737;50;1050
231739;50;1050
231740;50;1050
231741;50;1050
231743;50;1050
231745;50;1050
231746;50;1050
231747;40;1050
231748;40;1050
231753;40;1050
231752;40;1050
231750;40;1050
220268;40;1050
220246;50;1050
216704;50;1050
216693;50;1050
216691;50;1050
216690;50;1050
216689;50;1050
216688;50;1050
216686;50;1050
216685;50;1050
216684;50;1050
216680;40;1040
220300;45;1050
218221;45;1050
218772;60;1040
218790;70;1040
208565;80;1030
209174;80;1030
209175;80;1030
209176;80;1030
209912;80;1030
209914;80;1030
209916;80;1030
209917;80;1030
209918;80;1030
209920;60;1030
209921;60;1030
209922;60;1030
209923;60;1030
212595;60;1030
214034;60;1030
383619;50;1050
383622;45;1050
383624;45;1050
220241;50;1050
220298;45;1050
204537;60;1040
215397;45;1050
383541;60;1040
220776;60;1040
395044;60;1040
395045;60;1040
395115;50;1050
395116;50;1050
395119;50;1050
395121;50;1050
395122;50;1050
395124;50;1050
395109;50;1050
395108;50;1050
395714;50;1050
395712;50;1050
395685;50;1050
395127;50;1050
394505;50;1050
394503;50;1050
220847;40;1050
220846;40;1050
220845;40;1050
220844;40;1050
220843;40;1050
220842;40;1050
220710;50;1040
220230;50;1040
